id,artifact_id,group_id,version,signature,method
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.0.2,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/toast/android/dfp/util/AccountUtil; getGoogleAccount (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.0.3-rc0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/toast/android/dfp/util/AccountUtil; getGoogleAccount (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.0.3-rc0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/toast/android/dfp/util/AccountUtil; getGoogleAccount (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.24.3,Landroid.accounts.AccountManager;->getAccounts,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.24.3,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.24.4,Landroid.accounts.AccountManager;->getAccounts,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.24.4,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.9.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.toast.android+toast-dfp,com.toast.android,toast-dfp,0.9.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/toast/android/dfp/ttdc/ttda; ttdb (Landroid/content/Context;)Ljava/lang/String;]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,5.3.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/Tune; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,5.3.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/Tune; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,5.3.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/tune/Tune; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/TuneInternal; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.0.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/TuneInternal; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.0.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/tune/TuneInternal; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.1.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/TuneInternal; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.1.0,Landroid.accounts.AccountManager;->getAccounts,[Lcom/tune/TuneInternal; collectEmails ()V]
com.tune+tune-marketing-console-sdk,com.tune,tune-marketing-console-sdk,6.1.0,Landroid.accounts.AccountManager;->getAccountsByType,[Lcom/tune/TuneInternal; collectEmails ()V]
com.unipiazza.materialtwostepslogin+materialtwostepslogin,com.unipiazza.materialtwostepslogin,materialtwostepslogin,0.1.1,Landroid.accounts.AccountManager;->getAccounts,[Lcom/unipiazza/material2stepslogin/fragments/FirstStepFragment; setAutoCompleteEmail ()V]
com.unipiazza.materialtwostepslogin+materialtwostepslogin,com.unipiazza.materialtwostepslogin,materialtwostepslogin,0.1.2,Landroid.accounts.AccountManager;->getAccounts,[Lcom/unipiazza/material2stepslogin/fragments/FirstStepFragment; setAutoCompleteEmail ()V]
